Userid	Notification id	Type	Category	Title	Action	Lat	Lng	Timestamp
"PvktwK5Z"	"0"	"data"	"non-commercial"	"bar1"	"read"	"61.49730313921982"	"23.76932852069603"	"2017-09-14 17:30:00.000"
"L2As9xSu"	"0"	"data"	"commercial"	"bar1"	"read"	"61.50112090512003"	"23.762223150849596"	"2017-09-14 18:39:00.000"
"INs18UEj"	"0"	"survey"	"event"	"bar1"	"close"	"61.50115241137055"	"23.73467316649646"	"2017-09-14 16:15:00.000"
"iN3gXieG"	"0"	"survey"	"commercial"	"bar1"	"read"	"61.49931389201637"	"23.74882294578437"	"2017-09-14 17:41:00.000"
"SM5ZB5Up"	"0"	"advert"	"announcement"	"bar1"	"answer"	"61.50230263959798"	"23.747349528127938"	"2017-09-14 20:07:00.000"
"dvaP6kHG"	"0"	"data"	"announcement"	"bar1"	"trigger"	"61.50250877970424"	"23.773317758184646"	"2017-09-14 18:44:00.000"
"BOaldnQU"	"0"	"advert"	"event"	"bar1"	"read"	"61.49486036631381"	"23.73750432570494"	"2017-09-14 16:59:00.000"
"Sm6fkGBe"	"0"	"survey"	"event"	"bar1"	"read"	"61.498961861470676"	"23.769183549472526"	"2017-09-14 18:38:00.000"
"Soa45c1t"	"0"	"survey"	"event"	"bar1"	"read"	"61.49619641736976"	"23.75801273717378"	"2017-09-14 20:49:00.000"
"LJR64Zch"	"0"	"advert"	"non-commercial"	"bar1"	"close"	"61.49068562931469"	"23.74264141240402"	"2017-09-14 16:38:00.000"
"Mgqo8AhM"	"0"	"survey"	"non-commercial"	"bar1"	"answer"	"61.4959547504873"	"23.771870333347643"	"2017-09-14 16:18:00.000"
"eZXyT8JU"	"0"	"survey"	"announcement"	"bar1"	"show"	"61.49114113994886"	"23.762064156735107"	"2017-09-14 20:44:00.000"
"2d0wQPx1"	"0"	"survey"	"non-commercial"	"bar1"	"close"	"61.49500315459161"	"23.7632887681084"	"2017-09-14 18:38:00.000"
"YZGIWJ36"	"0"	"advert"	"announcement"	"bar1"	"history"	"61.50208723991975"	"23.738702426184595"	"2017-09-14 19:32:00.000"
"U7oulZUP"	"0"	"survey"	"non-commercial"	"bar1"	"swipe_away"	"61.49059855084987"	"23.763682161436595"	"2017-09-14 20:12:00.000"
"xL0Rgk1w"	"0"	"survey"	"non-commercial"	"bar1"	"show"	"61.490935730698745"	"23.76955286921217"	"2017-09-14 18:59:00.000"
"bsTSMGaY"	"0"	"data"	"event"	"bar1"	"trigger"	"61.497110609073154"	"23.749506002527248"	"2017-09-14 18:50:00.000"
"nn2UMF2A"	"0"	"survey"	"non-commercial"	"bar1"	"history"	"61.4928173919346"	"23.741852140172547"	"2017-09-14 18:18:00.000"
"cuZ4j1Tm"	"0"	"data"	"non-commercial"	"bar1"	"show"	"61.49662391307349"	"23.742239756080505"	"2017-09-14 20:35:00.000"
"d8UpNnV1"	"0"	"data"	"announcement"	"bar1"	"swipe_away"	"61.4952729048701"	"23.747802544680017"	"2017-09-14 17:04:00.000"
"Y63wLN6G"	"0"	"advert"	"non-commercial"	"bar1"	"read"	"61.493960042168275"	"23.755987361578715"	"2017-09-14 20:19:00.000"
"S376BK03"	"0"	"data"	"event"	"bar1"	"close"	"61.50199429296428"	"23.738652751418268"	"2017-09-14 16:46:00.000"
"uHDQmMjd"	"0"	"survey"	"announcement"	"bar1"	"swipe_away"	"61.49511606128427"	"23.746326001258907"	"2017-09-14 20:05:00.000"
"zzESdHR7"	"0"	"advert"	"event"	"bar1"	"swipe_away"	"61.5023688941994"	"23.750441251482496"	"2017-09-14 18:47:00.000"
"KHjaYEfq"	"0"	"survey"	"commercial"	"bar1"	"history"	"61.495296515017905"	"23.7716085024618"	"2017-09-14 20:09:00.000"
"85gLH8jS"	"0"	"survey"	"announcement"	"bar1"	"trigger"	"61.49770779063516"	"23.73823998328813"	"2017-09-14 18:30:00.000"
"6OaT0Nqs"	"0"	"survey"	"non-commercial"	"bar1"	"answer"	"61.50100232633414"	"23.74799393376428"	"2017-09-14 19:23:00.000"
"t8xdbmES"	"0"	"advert"	"announcement"	"bar1"	"read"	"61.494095147568366"	"23.771172454171392"	"2017-09-14 18:13:00.000"
"57D2oKYM"	"0"	"advert"	"event"	"bar1"	"show"	"61.49069636252527"	"23.73885686043839"	"2017-09-14 17:06:00.000"
"bctt1Kq0"	"0"	"survey"	"announcement"	"bar1"	"swipe_away"	"61.496051182208305"	"23.75669830011502"	"2017-09-14 20:27:00.000"
"3n8wVhl2"	"0"	"data"	"non-commercial"	"bar1"	"show"	"61.493414207174574"	"23.740848422497038"	"2017-09-14 16:46:00.000"
"SymGh0R7"	"0"	"advert"	"announcement"	"bar1"	"close"	"61.49426781412618"	"23.75560614572896"	"2017-09-14 18:25:00.000"
"SMlcUacZ"	"0"	"advert"	"non-commercial"	"bar1"	"history"	"61.49927565798365"	"23.736374987535054"	"2017-09-14 18:09:00.000"
"HZLo855D"	"0"	"survey"	"non-commercial"	"bar1"	"answer"	"61.50191225182507"	"23.75342583565064"	"2017-09-14 20:14:00.000"
"7X87QtcO"	"0"	"advert"	"event"	"bar1"	"swipe_away"	"61.49763179660407"	"23.76321526036289"	"2017-09-14 18:08:00.000"
"AXfYNVAO"	"0"	"data"	"commercial"	"bar1"	"history"	"61.4922223786841"	"23.742512218985507"	"2017-09-14 21:29:00.000"
"kZEBoPUA"	"0"	"survey"	"announcement"	"bar1"	"answer"	"61.491472943928215"	"23.77005526621371"	"2017-09-14 17:28:00.000"
"Bzdnu5Vj"	"0"	"advert"	"announcement"	"bar1"	"trigger"	"61.497132147185354"	"23.772163773316688"	"2017-09-14 20:54:00.000"
"EOWAMsz8"	"0"	"data"	"announcement"	"bar1"	"history"	"61.49894072990851"	"23.736088020432813"	"2017-09-14 20:01:00.000"
"CyBLsCQe"	"0"	"advert"	"non-commercial"	"bar1"	"close"	"61.49542589079265"	"23.77311825546828"	"2017-09-14 19:32:00.000"
"UrV530UH"	"0"	"survey"	"event"	"bar1"	"history"	"61.49340802776339"	"23.736472095544762"	"2017-09-14 21:52:00.000"
"44WyXU8r"	"0"	"data"	"announcement"	"bar1"	"close"	"61.490540864063746"	"23.765441782821604"	"2017-09-14 17:60:00.000"
"AdeoND52"	"0"	"survey"	"commercial"	"bar1"	"close"	"61.49663906507971"	"23.73702717382816"	"2017-09-14 17:54:00.000"
"8nJPH3Cj"	"0"	"advert"	"non-commercial"	"bar1"	"show"	"61.50168525953627"	"23.75871929888951"	"2017-09-14 21:40:00.000"
"bctt1Kq0"	"0"	"survey"	"non-commercial"	"bar1"	"show"	"61.49861351952921"	"23.75479430832721"	"2017-09-14 21:50:00.000"
"OfVcVRzk"	"0"	"survey"	"event"	"bar1"	"show"	"61.50086726837137"	"23.737390405973446"	"2017-09-14 17:59:00.000"
"D8eBTFAl"	"0"	"data"	"commercial"	"bar1"	"swipe_away"	"61.50229668989284"	"23.753071860108818"	"2017-09-14 17:58:00.000"
"KHjaYEfq"	"0"	"data"	"event"	"bar1"	"read"	"61.498491906800844"	"23.754143827245034"	"2017-09-14 20:35:00.000"
"YXFe1YpZ"	"0"	"advert"	"event"	"bar1"	"read"	"61.497360082550266"	"23.760662985955673"	"2017-09-14 18:06:00.000"
"INs18UEj"	"0"	"data"	"commercial"	"bar1"	"close"	"61.501953831428914"	"23.763538062080446"	"2017-09-14 20:37:00.000"
"sR6cBaIz"	"0"	"data"	"commercial"	"bar1"	"trigger"	"61.50176206985215"	"23.744996743966343"	"2017-09-14 16:13:00.000"
"Vmfr2HOa"	"0"	"advert"	"non-commercial"	"bar1"	"swipe_away"	"61.49910279168349"	"23.752463128908236"	"2017-09-14 20:17:00.000"
"ntbHD1zd"	"0"	"data"	"non-commercial"	"bar1"	"show"	"61.502682588851286"	"23.772875143589"	"2017-09-14 17:07:00.000"
"XD70YoFA"	"0"	"survey"	"non-commercial"	"bar1"	"read"	"61.49454653467097"	"23.755297498004392"	"2017-09-14 21:01:00.000"
"IYLNHG4J"	"0"	"data"	"commercial"	"bar1"	"trigger"	"61.495658767333126"	"23.744136966452242"	"2017-09-14 19:39:00.000"
"NuQiLJi6"	"0"	"survey"	"announcement"	"bar1"	"swipe_away"	"61.49580673383424"	"23.744160001276406"	"2017-09-14 19:29:00.000"
"6OaT0Nqs"	"0"	"advert"	"non-commercial"	"bar1"	"show"	"61.50302192261133"	"23.769109316050173"	"2017-09-14 19:05:00.000"
"a2OXKMGq"	"0"	"survey"	"non-commercial"	"bar1"	"close"	"61.502136410653534"	"23.755872961735573"	"2017-09-14 21:15:00.000"
"km9NTmX6"	"0"	"data"	"event"	"bar1"	"trigger"	"61.49559705370775"	"23.757542657504562"	"2017-09-14 19:26:00.000"
"1e309wyD"	"0"	"advert"	"announcement"	"bar1"	"swipe_away"	"61.492434891695545"	"23.767998611377827"	"2017-09-14 16:20:00.000"
"qqktX60Q"	"0"	"advert"	"non-commercial"	"bar1"	"close"	"61.49850794613086"	"23.747921382123753"	"2017-09-14 20:37:00.000"
"fcCFqYTZ"	"0"	"advert"	"commercial"	"bar1"	"trigger"	"61.501323067407384"	"23.76076915919097"	"2017-09-14 19:49:00.000"
"Zg60mcwM"	"0"	"data"	"event"	"bar1"	"trigger"	"61.49986664148119"	"23.76998572772985"	"2017-09-14 20:10:00.000"
"TfMRqFeZ"	"0"	"data"	"announcement"	"bar1"	"show"	"61.498702506120694"	"23.765343339856926"	"2017-09-14 20:52:00.000"
"x8TfhlmH"	"0"	"advert"	"event"	"bar1"	"history"	"61.49840156967229"	"23.7561336243162"	"2017-09-14 16:47:00.000"
"JPSDvPV0"	"0"	"advert"	"event"	"bar1"	"history"	"61.491842203163365"	"23.757942745377523"	"2017-09-14 17:32:00.000"
"9zze3mJV"	"0"	"survey"	"announcement"	"bar1"	"show"	"61.49573661149941"	"23.74323841930219"	"2017-09-14 18:36:00.000"
"qUZtBpjQ"	"0"	"advert"	"event"	"bar1"	"history"	"61.49668155103773"	"23.77365624255504"	"2017-09-14 21:09:00.000"
"keiWUNcz"	"0"	"survey"	"non-commercial"	"bar1"	"answer"	"61.501219682715835"	"23.745469129878146"	"2017-09-14 17:25:00.000"
"isWNg2k7"	"0"	"survey"	"event"	"bar1"	"close"	"61.49903017082259"	"23.753132639311907"	"2017-09-14 20:08:00.000"
"yu6S3gwX"	"0"	"data"	"announcement"	"bar1"	"answer"	"61.50223067194116"	"23.743259796846086"	"2017-09-14 17:38:00.000"
"YXFe1YpZ"	"0"	"survey"	"non-commercial"	"bar1"	"swipe_away"	"61.49116852646385"	"23.764140091586"	"2017-09-14 19:30:00.000"
"ENutsrXx"	"0"	"data"	"non-commercial"	"bar1"	"show"	"61.50129596085286"	"23.740369497846366"	"2017-09-14 20:60:00.000"
"a2owV19b"	"0"	"survey"	"event"	"bar1"	"show"	"61.502072819539066"	"23.74621527712554"	"2017-09-14 20:10:00.000"
"QExZz2Tp"	"0"	"data"	"event"	"bar1"	"trigger"	"61.495556478846545"	"23.741406551414663"	"2017-09-14 17:13:00.000"
"BJydvDMV"	"0"	"data"	"event"	"bar1"	"trigger"	"61.49061775300912"	"23.755133975828564"	"2017-09-14 19:57:00.000"
"D8eBTFAl"	"0"	"data"	"event"	"bar1"	"answer"	"61.499178080143835"	"23.73925386348217"	"2017-09-14 16:46:00.000"
"Qsnu75c6"	"0"	"advert"	"commercial"	"bar1"	"show"	"61.492095188779665"	"23.75397550675681"	"2017-09-14 16:06:00.000"
"cSFHZXeL"	"0"	"advert"	"event"	"bar1"	"trigger"	"61.49870583941415"	"23.75160799792786"	"2017-09-14 16:13:00.000"
"tfm7AaGo"	"0"	"data"	"event"	"bar1"	"show"	"61.49285440539488"	"23.73476118807894"	"2017-09-14 16:15:00.000"
"Zpj5wnfG"	"0"	"advert"	"commercial"	"bar1"	"history"	"61.496888906416125"	"23.77085990308376"	"2017-09-14 17:49:00.000"
"HUtQU0tn"	"0"	"survey"	"non-commercial"	"bar1"	"close"	"61.49819182519505"	"23.770567019944064"	"2017-09-14 20:18:00.000"
"pjwkpuhP"	"0"	"survey"	"event"	"bar1"	"trigger"	"61.49447262226211"	"23.749604627246054"	"2017-09-14 21:17:00.000"
"t7e80CFx"	"0"	"advert"	"non-commercial"	"bar1"	"swipe_away"	"61.495338452907404"	"23.735460890785955"	"2017-09-14 19:16:00.000"
"Yznvc6c2"	"0"	"data"	"non-commercial"	"bar1"	"trigger"	"61.495648187479006"	"23.74284163750554"	"2017-09-14 20:25:00.000"
"VPHYi7uV"	"0"	"advert"	"announcement"	"bar1"	"close"	"61.49663239727904"	"23.742828793647746"	"2017-09-14 17:59:00.000"
"MQ7wEaci"	"0"	"data"	"non-commercial"	"bar1"	"trigger"	"61.50054814675265"	"23.768329012449588"	"2017-09-14 18:41:00.000"
"7KX7alCA"	"0"	"data"	"event"	"bar1"	"answer"	"61.503140313199005"	"23.74418840593426"	"2017-09-14 17:46:00.000"
"w2PCmVps"	"0"	"data"	"non-commercial"	"bar1"	"trigger"	"61.49843359370443"	"23.74347268417507"	"2017-09-14 17:57:00.000"
"KY1RdKzJ"	"0"	"data"	"event"	"bar1"	"show"	"61.49930294097445"	"23.742178342368067"	"2017-09-14 18:39:00.000"
"ONDwaVU1"	"0"	"survey"	"announcement"	"bar1"	"trigger"	"61.494588146307144"	"23.761006927430817"	"2017-09-14 17:32:00.000"
"GbE39lqN"	"0"	"survey"	"announcement"	"bar1"	"history"	"61.50287464938465"	"23.770840488924083"	"2017-09-14 16:42:00.000"
"wdEaDygQ"	"0"	"data"	"announcement"	"bar1"	"read"	"61.502849702403815"	"23.753125241761296"	"2017-09-14 20:34:00.000"
"yNiR8lYz"	"0"	"survey"	"announcement"	"bar1"	"history"	"61.49410460489238"	"23.772215173669828"	"2017-09-14 18:23:00.000"
"PjrVDObf"	"0"	"advert"	"announcement"	"bar1"	"close"	"61.49200678568251"	"23.736729129647394"	"2017-09-14 19:44:00.000"
"jGjAH6LI"	"0"	"survey"	"commercial"	"bar1"	"close"	"61.49217959959847"	"23.766199767273367"	"2017-09-14 21:38:00.000"
"tJHJW5Za"	"0"	"advert"	"announcement"	"bar1"	"swipe_away"	"61.49085159688721"	"23.744506170732592"	"2017-09-14 20:06:00.000"
"LCjq1eMj"	"0"	"advert"	"announcement"	"bar1"	"read"	"61.492030917951"	"23.739572025196093"	"2017-09-14 21:06:00.000"
"jsWFkB2t"	"0"	"data"	"event"	"bar1"	"read"	"61.49816682123087"	"23.734266841281613"	"2017-09-14 16:55:00.000"
"2NZoLXzR"	"0"	"data"	"commercial"	"bar1"	"trigger"	"61.49145793395413"	"23.760328831487392"	"2017-09-14 17:27:00.000"
"ONAEO0TI"	"0"	"advert"	"announcement"	"bar1"	"trigger"	"61.49122519058144"	"23.7422706074072"	"2017-09-14 18:17:00.000"
"7PKd3qlX"	"0"	"survey"	"event"	"bar1"	"swipe_away"	"61.50206439272134"	"23.75832698633973"	"2017-09-14 17:25:00.000"
"DxjL9zp2"	"0"	"advert"	"commercial"	"bar1"	"swipe_away"	"61.49308680958954"	"23.77198592624018"	"2017-09-14 18:43:00.000"
"CCPijSSJ"	"0"	"data"	"event"	"bar1"	"show"	"61.501677945987936"	"23.76582783229475"	"2017-09-14 20:31:00.000"
"ZpLPK9Sj"	"0"	"data"	"non-commercial"	"bar1"	"history"	"61.49332905071474"	"23.739555874244314"	"2017-09-14 16:03:00.000"
"qaqPjIHR"	"0"	"data"	"non-commercial"	"bar1"	"history"	"61.50074818487964"	"23.745941887019924"	"2017-09-14 21:12:00.000"
"omhZfZ2I"	"0"	"advert"	"event"	"bar1"	"swipe_away"	"61.499840957997336"	"23.737423144422365"	"2017-09-14 21:24:00.000"
"a49inZoY"	"0"	"data"	"announcement"	"bar1"	"trigger"	"61.49927898005363"	"23.758424920119335"	"2017-09-14 19:31:00.000"
"bFiXVY35"	"0"	"data"	"non-commercial"	"bar1"	"read"	"61.498134901398195"	"23.74238969265422"	"2017-09-14 18:00:00.000"
"oiOFgmzW"	"0"	"advert"	"event"	"bar1"	"read"	"61.49805509800096"	"23.764522228108344"	"2017-09-14 16:08:00.000"
"SWQrIJPE"	"0"	"advert"	"commercial"	"bar1"	"read"	"61.49505252327345"	"23.76484336326785"	"2017-09-14 19:05:00.000"
"qIBCVCva"	"0"	"advert"	"commercial"	"bar1"	"answer"	"61.50078380677384"	"23.756878266856752"	"2017-09-14 17:19:00.000"
"QGCA91mz"	"0"	"advert"	"announcement"	"bar1"	"read"	"61.49655859289821"	"23.765917073014993"	"2017-09-14 18:42:00.000"
"5PELx2Bb"	"0"	"advert"	"commercial"	"bar1"	"show"	"61.501773257422535"	"23.73931855026351"	"2017-09-14 19:52:00.000"
"QVAZeZUP"	"0"	"data"	"announcement"	"bar1"	"close"	"61.50210100671494"	"23.765225962190232"	"2017-09-14 16:58:00.000"
"PYBNcTYx"	"0"	"survey"	"non-commercial"	"bar1"	"show"	"61.5010064856975"	"23.765729234614817"	"2017-09-14 18:19:00.000"
"a2owV19b"	"0"	"advert"	"commercial"	"bar1"	"show"	"61.50141663175726"	"23.7427021414537"	"2017-09-14 20:41:00.000"
"tfm7AaGo"	"0"	"survey"	"announcement"	"bar1"	"read"	"61.493389893981664"	"23.760903374402737"	"2017-09-14 21:32:00.000"
"tKBIvha5"	"0"	"advert"	"commercial"	"bar1"	"read"	"61.49863861623427"	"23.75399284832075"	"2017-09-14 18:55:00.000"
"SdGuUs0o"	"0"	"advert"	"non-commercial"	"bar1"	"answer"	"61.491388937378886"	"23.772950925386816"	"2017-09-14 16:03:00.000"
"RP7lehVt"	"0"	"survey"	"announcement"	"bar1"	"close"	"61.50057633775977"	"23.756154917065484"	"2017-09-14 17:34:00.000"
"hsXThOts"	"0"	"survey"	"announcement"	"bar1"	"show"	"61.49062060487618"	"23.762261553848067"	"2017-09-14 18:01:00.000"
"y4oFEMBA"	"0"	"survey"	"non-commercial"	"bar1"	"answer"	"61.50284574013029"	"23.740753953893407"	"2017-09-14 17:29:00.000"
"Dl65s9ot"	"0"	"data"	"announcement"	"bar1"	"show"	"61.501491762547104"	"23.74158700335709"	"2017-09-14 20:38:00.000"
"eDg7Y95x"	"0"	"data"	"announcement"	"bar1"	"trigger"	"61.50272853740377"	"23.768017986348614"	"2017-09-14 19:19:00.000"
"0Z9NXlkG"	"0"	"advert"	"event"	"bar1"	"swipe_away"	"61.49396001295976"	"23.736758051378615"	"2017-09-14 21:53:00.000"
"nDT1sbfm"	"0"	"advert"	"commercial"	"bar1"	"answer"	"61.49278938656462"	"23.749186829088398"	"2017-09-14 20:28:00.000"
"AVRDCNUu"	"0"	"advert"	"event"	"bar1"	"show"	"61.499193504176766"	"23.77394749525797"	"2017-09-14 17:58:00.000"
"KAJwKsH8"	"0"	"advert"	"commercial"	"bar1"	"close"	"61.490819401648636"	"23.74507189691847"	"2017-09-14 18:33:00.000"
"6aeTjMmg"	"0"	"survey"	"event"	"bar1"	"swipe_away"	"61.50017708892596"	"23.737003097844532"	"2017-09-14 21:13:00.000"
"ANTrjDw8"	"0"	"survey"	"announcement"	"bar1"	"close"	"61.494207043958966"	"23.734393999451857"	"2017-09-14 17:43:00.000"
"IormpeYB"	"0"	"survey"	"announcement"	"bar1"	"trigger"	"61.49755531351523"	"23.73742760086364"	"2017-09-14 18:45:00.000"
"3n8wVhl2"	"0"	"survey"	"commercial"	"bar1"	"trigger"	"61.49380001895628"	"23.73614737056714"	"2017-09-14 19:14:00.000"
"SM5ZB5Up"	"0"	"data"	"event"	"bar1"	"read"	"61.49927263692415"	"23.76535387923152"	"2017-09-14 19:32:00.000"
"Fso8IRwJ"	"0"	"advert"	"event"	"bar1"	"answer"	"61.503313926102486"	"23.74809944109062"	"2017-09-14 18:32:00.000"
"oqxdZtIK"	"0"	"survey"	"non-commercial"	"bar1"	"swipe_away"	"61.49069410088439"	"23.752231221677647"	"2017-09-14 18:00:00.000"
"yNiR8lYz"	"0"	"data"	"commercial"	"bar1"	"close"	"61.492147192648254"	"23.773332114196354"	"2017-09-14 19:06:00.000"
"Id8lbKSm"	"0"	"survey"	"non-commercial"	"bar1"	"trigger"	"61.49679317737213"	"23.750377683056865"	"2017-09-14 19:02:00.000"
"Vmfr2HOa"	"0"	"data"	"commercial"	"bar1"	"read"	"61.50288797094911"	"23.742210210415955"	"2017-09-14 16:09:00.000"
"N4LjpssI"	"0"	"data"	"commercial"	"bar1"	"trigger"	"61.49168461615366"	"23.77405991926127"	"2017-09-14 16:22:00.000"
"NPIEnzkV"	"0"	"survey"	"commercial"	"bar1"	"show"	"61.49866663142204"	"23.734607645691494"	"2017-09-14 20:40:00.000"
"qUZtBpjQ"	"0"	"data"	"announcement"	"bar1"	"history"	"61.49227646189715"	"23.74277852087675"	"2017-09-14 20:51:00.000"
"VkSGhpuI"	"0"	"advert"	"event"	"bar1"	"swipe_away"	"61.49240718301913"	"23.772458499786953"	"2017-09-14 16:36:00.000"
"7GRLLudj"	"0"	"data"	"event"	"bar1"	"answer"	"61.49697210104586"	"23.746003400931283"	"2017-09-14 21:12:00.000"
"KPH3Nero"	"0"	"survey"	"event"	"bar1"	"show"	"61.49672418285118"	"23.76170313343222"	"2017-09-14 20:19:00.000"
"yLdysys9"	"0"	"data"	"commercial"	"bar1"	"history"	"61.50091652767155"	"23.749438588873456"	"2017-09-14 17:22:00.000"
"a2owV19b"	"0"	"survey"	"announcement"	"bar1"	"close"	"61.49963885820945"	"23.761285752366536"	"2017-09-14 18:34:00.000"
"KPH3Nero"	"0"	"advert"	"event"	"bar1"	"trigger"	"61.49262119931556"	"23.759258499146238"	"2017-09-14 17:09:00.000"
"uYDITfaL"	"0"	"advert"	"commercial"	"bar1"	"trigger"	"61.49591805902577"	"23.76566744067701"	"2017-09-14 21:55:00.000"
"U4i73IFR"	"0"	"survey"	"announcement"	"bar1"	"swipe_away"	"61.496293342127636"	"23.760859608917205"	"2017-09-14 20:55:00.000"
"EogUKpe6"	"0"	"survey"	"announcement"	"bar1"	"read"	"61.49406993601037"	"23.74677145470615"	"2017-09-14 16:57:00.000"
"Qsnu75c6"	"0"	"advert"	"announcement"	"bar1"	"history"	"61.49370766107266"	"23.734615916427018"	"2017-09-14 21:19:00.000"
"wsgBqJxo"	"0"	"data"	"event"	"bar1"	"swipe_away"	"61.493117223180064"	"23.76402538333563"	"2017-09-14 18:13:00.000"
"r6XaaBwN"	"0"	"data"	"announcement"	"bar1"	"close"	"61.49347769721822"	"23.752972071672005"	"2017-09-14 21:02:00.000"
"7GRLLudj"	"0"	"advert"	"commercial"	"bar1"	"read"	"61.49403638700895"	"23.757372871741737"	"2017-09-14 18:55:00.000"
"MkH6gx7f"	"0"	"advert"	"event"	"bar1"	"swipe_away"	"61.50276097241746"	"23.74546194174393"	"2017-09-14 20:54:00.000"
"pnfhvt05"	"0"	"advert"	"announcement"	"bar1"	"trigger"	"61.49542750385938"	"23.748389898842543"	"2017-09-14 16:07:00.000"
"y4APx72S"	"0"	"survey"	"commercial"	"bar1"	"read"	"61.50195590968815"	"23.737533222702663"	"2017-09-14 21:55:00.000"
"ld9eRIT0"	"0"	"survey"	"event"	"bar1"	"trigger"	"61.502057208832206"	"23.76649609992699"	"2017-09-14 17:31:00.000"
"X1toMQOO"	"0"	"data"	"non-commercial"	"bar1"	"swipe_away"	"61.49531789337709"	"23.7414305974991"	"2017-09-14 19:08:00.000"
"0EJe4B0D"	"0"	"advert"	"event"	"bar1"	"close"	"61.501565618675365"	"23.739651343759288"	"2017-09-14 20:50:00.000"
"lKX7tZHp"	"0"	"survey"	"event"	"bar1"	"read"	"61.50179880965708"	"23.76492426159555"	"2017-09-14 21:21:00.000"
"5xpB3nDi"	"0"	"data"	"commercial"	"bar1"	"answer"	"61.500020403293604"	"23.760291032316097"	"2017-09-14 17:23:00.000"
"K4jWDD47"	"0"	"survey"	"commercial"	"bar1"	"trigger"	"61.49993508507081"	"23.740697289783377"	"2017-09-14 18:47:00.000"
"3QKUU6gr"	"0"	"advert"	"event"	"bar1"	"read"	"61.49931503601095"	"23.735462556493196"	"2017-09-14 19:39:00.000"
"47Zep3RI"	"0"	"data"	"non-commercial"	"bar1"	"trigger"	"61.50146161519797"	"23.748559058744696"	"2017-09-14 20:54:00.000"
"igJHcVbv"	"0"	"advert"	"announcement"	"bar1"	"close"	"61.503054836660226"	"23.744506172331327"	"2017-09-14 20:52:00.000"
"F3ozAcM3"	"0"	"survey"	"non-commercial"	"bar1"	"close"	"61.49863651121643"	"23.749617154363097"	"2017-09-14 19:22:00.000"
"vJKrbG5V"	"0"	"data"	"announcement"	"bar1"	"swipe_away"	"61.492879093182154"	"23.773957718200496"	"2017-09-14 18:19:00.000"
"UezGl5Fc"	"0"	"data"	"commercial"	"bar1"	"close"	"61.49396462243465"	"23.769091526479798"	"2017-09-14 16:16:00.000"
"cPZGIYX2"	"0"	"survey"	"announcement"	"bar1"	"read"	"61.496617753280084"	"23.7406451357583"	"2017-09-14 17:49:00.000"
"Sm6fkGBe"	"0"	"advert"	"commercial"	"bar1"	"answer"	"61.490661905840724"	"23.74264928891167"	"2017-09-14 19:48:00.000"
"w2BRZyxb"	"0"	"survey"	"event"	"bar1"	"trigger"	"61.492872583585786"	"23.762444161966226"	"2017-09-14 16:54:00.000"
"yFUPUcBY"	"0"	"survey"	"non-commercial"	"bar1"	"show"	"61.50247538505006"	"23.735408831001813"	"2017-09-14 17:51:00.000"
"zzESdHR7"	"0"	"survey"	"non-commercial"	"bar1"	"answer"	"61.49340360856817"	"23.740600884678656"	"2017-09-14 18:16:00.000"
"JLHjr543"	"0"	"advert"	"event"	"bar1"	"history"	"61.49714277760806"	"23.739405463161063"	"2017-09-14 21:52:00.000"
"Fso8IRwJ"	"0"	"data"	"event"	"bar1"	"read"	"61.49475812611577"	"23.750307199412266"	"2017-09-14 16:24:00.000"
"tKBIvha5"	"0"	"advert"	"announcement"	"bar1"	"show"	"61.50286263773061"	"23.75498784282117"	"2017-09-14 16:44:00.000"
"Ap6m1KH6"	"0"	"advert"	"announcement"	"bar1"	"history"	"61.4978140351916"	"23.741742577397893"	"2017-09-14 16:34:00.000"
"vabLno26"	"0"	"advert"	"non-commercial"	"bar1"	"show"	"61.4923487650116"	"23.752156611694367"	"2017-09-14 21:58:00.000"
"873HJcBm"	"0"	"advert"	"announcement"	"bar1"	"close"	"61.494487083774025"	"23.737214522007708"	"2017-09-14 16:18:00.000"
"wwEYlX96"	"0"	"survey"	"event"	"bar1"	"show"	"61.49761429062191"	"23.751961449503554"	"2017-09-14 17:06:00.000"
"0Z9NXlkG"	"0"	"survey"	"commercial"	"bar1"	"history"	"61.49955651179758"	"23.763281719703926"	"2017-09-14 19:48:00.000"
"UrV530UH"	"0"	"survey"	"announcement"	"bar1"	"read"	"61.49688440470981"	"23.767892347589154"	"2017-09-14 17:55:00.000"
"QqgEmivE"	"0"	"advert"	"commercial"	"bar1"	"read"	"61.4971486618947"	"23.75760957824508"	"2017-09-14 20:21:00.000"
"WlCzWZQ3"	"0"	"data"	"commercial"	"bar1"	"show"	"61.498424008100685"	"23.750925720349674"	"2017-09-14 20:18:00.000"
"tQOp2lNU"	"0"	"advert"	"commercial"	"bar1"	"history"	"61.49778449752273"	"23.743925608240627"	"2017-09-14 17:27:00.000"
"zzESdHR7"	"0"	"advert"	"non-commercial"	"bar1"	"answer"	"61.492400987104375"	"23.76798918870428"	"2017-09-14 17:00:00.000"
"tJHJW5Za"	"0"	"advert"	"commercial"	"bar1"	"close"	"61.498207908842325"	"23.757843872774636"	"2017-09-14 16:11:00.000"
"MLhfj6Fr"	"0"	"survey"	"commercial"	"bar1"	"close"	"61.50247680651393"	"23.744063633680046"	"2017-09-14 16:16:00.000"
